Molecule (RDKit Mol),SlogP,SMR,LabuteASA,TPSA,AMW,ExactMW,NumLipinskiHBA,NumLipinskiHBD,NumRotatableBonds,NumHBD,NumHBA,NumAmideBonds,NumHeteroAtoms,NumHeavyAtoms,NumAtoms,NumRings,NumAromaticRings,NumSaturatedRings,NumAliphaticRings,NumAromaticHeterocycles,NumSaturatedHeterocycles,NumAliphaticHeterocycles,NumAromaticCarbocycles,NumSaturatedCarbocycles,NumAliphaticCarbocycles,FractionCSP3,Chi0v,Chi1v,Chi2v,Chi3v,Chi4v,Chi1n,Chi2n,Chi3n,Chi4n,HallKierAlpha,kappa1,kappa2,kappa3,slogp_VSA1,slogp_VSA2,slogp_VSA3,slogp_VSA4,slogp_VSA5,slogp_VSA6,slogp_VSA7,slogp_VSA8,slogp_VSA9,slogp_VSA10,slogp_VSA11,slogp_VSA12,smr_VSA1,smr_VSA2,smr_VSA3,smr_VSA4,smr_VSA5,smr_VSA6,smr_VSA7,smr_VSA8,smr_VSA9,smr_VSA10,peoe_VSA1,peoe_VSA2,peoe_VSA3,peoe_VSA4,peoe_VSA5,peoe_VSA6,peoe_VSA7,peoe_VSA8,peoe_VSA9,peoe_VSA10,peoe_VSA11,peoe_VSA12,peoe_VSA13,peoe_VSA14,MQN1,MQN2,MQN3,MQN4,MQN5,MQN6,MQN7,MQN8,MQN9,MQN10,MQN11,MQN12,MQN13,MQN14,MQN15,MQN16,MQN17,MQN18,MQN19,MQN20,MQN21,MQN22,MQN23,MQN24,MQN25,MQN26,MQN27,MQN28,MQN29,MQN30,MQN31,MQN32,MQN33,MQN34,MQN35,MQN36,MQN37,MQN38,MQN39,MQN40,MQN41,MQN42,cid,is_psychedelic
CC(=O)NC1=CC=C(C=C1)C(=O)CN2C(=O)C3=CC=CC=C3N=N2,2.2,unknown,136.4701813648663,91.2,322.32,322.10659032,7,1,4,1,5,1,7,24,24,3,3,0,0,1,0,0,2,0,0,0.11764705882352941,12.89229459259502,7.278084662041409,5.2511062864440285,3.44993149649685,2.2969679774566045,7.278084662041409,5.2511062864440285,3.44993149649685,2.2969679774566045,-3.3499999999999996,15.54206613745011,6.411414510481721,3.1939652340748945,10.876055499058339,26.684294514817534,11.339293589984397,0.0,17.28172587545944,53.3254737317647,0.0,10.902924932081056,0.0,5.687386274683562,0.0,0.0,9.589074368143644,0.0,14.993869839101091,0.0,13.4684936056032,5.316788604006331,64.4481921185137,0.0,0.0,28.280735882481068,5.316788604006331,14.383611552215466,4.681802935145185,0.0,5.098681808301038,17.34611923257809,36.39820241076966,18.17457496607118,5.386224214464796,12.061457123528836,5.783244946364939,5.907179729351506,5.559266895052008,0.0,17,0,0,0,0,0,0,1,3,3,0,24,6,3,0,9,8,0,4,10,7,1,1,0,0,4,2,2,0,10,6,0,0,0,0,3,0,0,0,0,2,1,651333,0
CC1=CC2=C(C(=N1)C)N=C(N(C2=O)O)C,0.1,unknown,85.98660377557461,65.8,205.21,205.085126602,5,1,0,1,4,0,5,15,15,2,2,0,0,2,0,0,0,0,0,0.3,8.774452941653323,4.573115200921432,3.52118743001895,2.2980180348900965,1.5962645889782567,4.573115200921432,3.52118743001895,2.2980180348900965,1.5962645889782567,-1.9100000000000001,9.637630285083068,3.0471789631330406,1.3594531891199118,5.559266895052008,19.905617708577932,0.0,20.771211599071872,17.21226048769685,10.860904252533432,0.0,10.902924932081056,0.0,0.0,0.0,0.0,5.20725302477729,0.0,14.698364683800643,0.0,20.771211599071872,0.0,33.632431635282295,0.0,0.0,10.902924932081056,5.20725302477729,9.77851570501903,4.9839785209472085,0.0,4.7304076419062255,0.0,26.83757866753348,5.693927994848461,16.596852926929518,5.824404497999927,0.0,0.0,5.559266895052008,0.0,10,0,0,0,0,0,0,0,3,2,0,15,4,1,0,6,5,0,0,7,5,1,1,0,0,5,0,0,0,3,7,0,0,0,0,2,0,0,0,0,2,1,590342,0
C[C@H]([C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O,-0.7,unknown,120.08201752987051,142.0,299.35,299.09397721,7,4,6,3,6,1,8,20,20,2,0,1,2,0,1,2,0,0,0,0.5833333333333334,11.838167523826922,7.276118043293931,5.916470888085444,4.587884508628861,3.7099253260424496,6.290519483640443,4.7267481832000255,3.4927086328323753,2.655840670220754,-1.5400000000000003,14.860537006894265,5.840285926074446,2.4032394981196226,5.733667477162185,57.771402129912744,9.589074368143644,5.917906046161393,13.344558822616634,15.594580559581548,0.0,0.0,0.0,0.0,0.0,11.761884949391115,19.802129157825057,0.0,4.899909730850478,16.643978255959247,25.490366039512896,12.297610012659364,10.60217582694588,0.0,0.0,29.976905329216354,20.846631997694075,9.786941916707491,4.794537184071822,0.0,11.761884949391115,0.0,6.923737199690624,17.078811743562845,30.947005031492118,5.697039313055833,0.0,5.907179729351506,0.0,5.969305287951849,12,0,0,0,0,1,0,2,1,4,0,20,10,3,0,7,1,0,6,11,7,4,3,0,0,6,5,2,0,1,6,0,0,1,1,0,0,0,0,0,2,1,104838,0
C1=CC(=CC=C1C(CCCCl)C2=CC=C(C=C2)F)F,5.1,unknown,116.58260281588159,0.0,280.74,280.0830345,0,0,5,0,2,0,3,19,19,2,2,0,0,0,0,0,2,0,0,0.25,11.207295131312412,6.808081168491826,4.864863539601849,3.4384391838718162,2.3515388590256534,6.273558684666977,4.486899066592621,3.1711779419593915,2.1972355090635616,-1.4100000000000001,14.008764419260965,6.668398711623782,3.7739662832337038,0.0,5.880003444970339,0.0,11.63444168209179,29.886452275407404,48.53093654769288,0.0,0.0,0.0,8.78083009534964,0.0,11.600939890232516,8.78083009534964,0.0,0.0,0.0,18.75954929201341,5.880003444970339,71.29228121317867,0.0,0.0,11.600939890232516,0.0,0.0,8.78083009534964,0.0,11.600939890232516,24.26546827384644,48.23401450309245,11.797909491131733,0.0,11.63444168209179,0.0,0.0,0.0,0.0,16,2,1,0,0,0,0,0,0,0,0,19,8,0,0,6,6,0,5,0,0,0,0,0,0,3,3,1,0,8,4,0,0,0,0,2,0,0,0,0,0,0,76820,0
CC1(C2=C(C=CC(=C2)OCC3=CC=CC=C3)OC1=O)C,3.7,unknown,117.69598930307237,35.5,268.31,268.109944368,3,0,3,0,3,0,3,20,20,3,2,0,1,0,0,1,2,0,0,0.23529411764705882,11.550653806095145,6.607442580351358,5.446758977828398,3.5856650239024574,2.2546046898481777,6.607442580351358,5.446758977828398,3.5856650239024574,2.2546046898481777,-2.2899999999999996,12.729115068029813,4.672222498400051,2.155766686340487,9.473725907600098,5.969305287951849,16.81640961798152,0.0,24.974377382775238,48.53093654769288,0.0,0.0,0.0,0.0,11.49902366656781,0.0,14.268263091671919,0.0,0.0,0.0,25.869346833290948,0.0,59.65783953108687,0.0,11.49902366656781,5.969305287951849,9.473725907600098,4.794537184071822,0.0,0.0,0.0,30.33183534230805,37.61002709646307,5.563451491696996,5.41499046939678,18.105905631080727,0.0,0.0,0.0,5.969305287951849,17,0,0,0,0,0,0,0,0,2,1,20,5,1,0,10,6,0,3,6,3,0,0,0,0,3,2,0,0,9,5,1,0,0,1,2,0,0,0,0,2,1,563751,0
COC1=CC=C(C=C1)C=CC2=CC=C(C=C2)Cl,4.8,unknown,106.31053209295511,9.2,244.71,244.0654927,1,0,3,0,1,0,2,17,17,2,2,0,0,0,0,0,2,0,0,0.06666666666666667,10.315644401387807,5.732737157824433,4.094480076335424,2.7060168813983676,1.6073511851004914,5.354772684815205,3.6580442958634394,2.4540405660588824,1.4813630274307488,-1.7299999999999995,11.746591809466029,5.554319257916828,3.3643611919641434,4.736862953800049,7.109797541277533,0.0,0.0,11.126902983393991,48.53093654769288,5.022633313741326,12.152040213667762,0.0,0.0,5.749511833283905,11.600939890232516,4.736862953800049,0.0,0.0,0.0,0.0,7.109797541277533,64.6804728448282,0.0,5.749511833283905,23.752980103900278,4.736862953800049,0.0,0.0,0.0,0.0,48.01844837774672,35.392371257240434,5.022633313741326,7.109797541277533,5.749511833283905,0.0,0.0,0.0,0.0,15,0,1,0,0,0,0,0,0,1,0,17,5,1,0,6,6,0,3,2,1,0,0,0,0,2,3,0,0,8,4,0,0,0,0,2,0,0,0,0,0,0,223509,0
CCC#CCCCCCCCCOC(=O)C1=CC=C(C=C1)C,7.0,unknown,134.81488544245943,26.3,300.4,300.208930132,2,0,10,0,2,0,2,22,22,1,1,0,0,0,0,0,1,0,0,0.55,13.98985868836516,8.432504192477689,5.580371719625233,3.518316485776162,2.1737893333847778,8.432504192477689,5.580371719625233,3.518316485776162,2.1737893333847778,-1.7499999999999996,18.299382716049383,11.860706440050873,8.517620821488089,0.0,12.576187252464766,4.736862953800049,18.764605837401913,74.21175035056453,24.26546827384644,0.0,0.0,0.0,0.0,0.0,0.0,9.53140013787187,0.0,0.0,0.0,65.21404738278933,6.606881964512918,35.392371257240434,0.0,11.840868637711289,5.969305287951849,4.736862953800049,0.0,4.794537184071822,0.0,11.840868637711289,50.30320932001487,31.898114582465862,12.841643245852019,12.170333456209914,0.0,0.0,0.0,0.0,5.969305287951849,20,0,0,0,0,0,0,0,0,2,0,22,14,1,1,3,3,0,9,4,2,0,0,0,0,3,12,1,0,4,2,0,0,0,0,1,0,0,0,0,0,0,530459,0
C1CCC(C1)CCCC(CCC2=CC=CC=C2)CCC3=CC=CC=C3,9.3,unknown,154.22691365918766,0.0,334.5,334.266051085,0,0,10,0,0,0,0,25,25,3,2,1,1,0,0,0,2,1,1,0.52,15.706377823327538,10.477963729015645,7.995958906224555,6.067661051650327,4.458188306438173,10.477963729015645,7.995958906224555,6.067661051650327,4.458188306438173,-1.5599999999999996,18.237659309362762,10.435357690888257,6.68825704032435,0.0,0.0,12.841643245852019,11.835812092322787,68.9142975897281,60.6636706846161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322787,70.62903785218613,0.0,71.7905736680101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.60942204509821,48.64600156742081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0,0,0,0,0,0,0,0,0,0,25,10,0,0,11,6,0,10,0,0,0,0,0,0,0,7,1,0,14,3,0,0,0,1,2,0,0,0,0,0,0,278083,0
CC(C)C(C)C1CC1,3.5,unknown,52.288014675076575,0.0,112.21,112.125200510,0,0,2,0,0,0,0,8,8,1,0,1,1,0,0,0,0,1,1,1.0,6.146264369941973,3.715214055163271,3.440563616828306,2.417145361821505,1.166339521879964,3.715214055163271,3.440563616828306,2.417145361821505,1.166339521879964,0.0,6.125,2.0826446280991737,1.2396694214876034,0.0,0.0,0.0,17.75371813848418,33.61285484492389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.75371813848418,33.61285484492389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.771211599071872,30.5953613843362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,0,0,0,0,0,0,0,0,0,8,5,0,0,3,0,0,2,0,0,0,0,0,0,3,0,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,138891,0
CC1=CC(=CC=C1)CSC2=NC3=C(N2CC(=C)C)C(=O)NC(=O)N3C,3.5,unknown,148.76935518838548,92.5,356.4,356.13069707,6,1,5,1,4,0,7,25,25,3,3,0,0,2,0,0,1,0,0,0.2777777777777778,15.313603659137337,8.873755654786505,7.148363372114144,4.898044527999351,3.629213695953287,7.888157095133019,6.20586473125441,3.8505011069128177,2.6911974775641925,-2.54,17.28845889863739,6.757835995172312,3.4605774213927645,11.24901029325548,19.102156337477126,19.345281995336553,6.923737199690624,18.050640183084617,51.16301933747855,0.0,11.16387793838399,0.0,0.0,0.0,11.761884949391115,0.0,0.0,19.102156337477126,7.04767198267719,31.301520893861323,0.0,68.38249613230732,0.0,0.0,22.925762887775107,4.567099647791355,14.345615352810384,9.77851570501903,0.0,0.0,53.74284492860231,19.410925891078243,19.345281995336553,0.0,0.0,16.320314420204696,0.0,5.559266895052007,5.689743398203474,18,0,0,0,0,1,0,0,4,2,0,25,8,3,0,8,8,0,5,8,6,1,1,0,0,6,3,1,0,6,9,0,0,0,1,2,0,0,0,0,2,1,978594,0
CCOC(=O)C1(CCC2C3=C(CCN2C1=O)C4=CC=CC=C4N3)SC5=CC=CC=C5,4.5,unknown,179.33661424038112,87.7,420.5,420.15076381,5,1,5,1,4,1,6,30,30,5,3,1,2,1,1,2,2,0,0,0.3333333333333333,17.705739936112135,11.272996754340534,9.200884070444538,7.577153714932652,6.066167889548977,10.456500173412808,7.8284319793628985,6.175412976882431,4.803844694257531,-2.729999999999999,19.246400597701257,7.50756933968042,2.9304294957001824,0.0,39.65903409274409,20.7467589448697,0.0,37.064600761236065,59.49278709167226,0.0,10.902924932081056,0.0,0.0,0.0,11.761884949391115,14.325937321943691,0.0,9.883888251797686,0.0,41.87054882635195,13.151638370425493,65.85468310269995,0.0,0.0,34.54129489877553,14.620751205597735,4.794537184071822,4.794537184071822,0.0,0.0,48.16008736016077,49.948754765550476,28.03709280835987,12.648722793660879,0.0,4.747022453217559,0.0,5.907179729351506,5.969305287951849,24,0,0,0,0,1,0,0,2,3,0,30,6,2,0,18,8,0,4,8,5,1,1,0,0,3,3,1,0,14,8,1,0,0,1,4,0,0,0,0,6,3,365963,0
CC(=O)NC1=CC=C(C=C1)C(=O)NNC(=O)/C=C/C2=CC=C(C=C2)F,2.1,unknown,143.25837125387304,87.3,341.3,341.11756954,6,3,4,3,4,3,7,25,25,2,2,0,0,0,0,0,2,0,0,0.05555555555555555,13.376212036297078,7.354772684815204,5.086795959283245,3.0638515684915273,1.8862037648177863,7.354772684815204,5.086795959283245,3.0638515684915273,1.8862037648177863,-3.479999999999999,17.86735258022078,8.393979892436732,5.906330526646515,16.1683713982271,17.721539188054518,9.589074368143644,5.817220841045895,22.845177367156435,54.60695665452676,0.0,6.076020106833881,0.0,10.077801322358383,0.0,0.0,18.774026599890284,0.0,10.85158279422077,0.0,6.923737199690624,5.316788604006331,71.55108047896665,0.0,0.0,29.48494556957196,5.316788604006331,25.235194346436234,4.39041504767482,0.0,0.0,12.13273413692322,48.03767400930054,24.25059507290506,0.0,5.817220841045895,0.0,5.907179729351506,11.814359458703011,0.0,18,1,0,0,0,0,0,3,0,3,0,25,10,4,0,6,6,0,4,9,6,3,3,0,0,5,5,3,0,8,4,0,0,0,0,2,0,0,0,0,0,0,923654,0
CC=CCC(C1=CC=C(C=C1)C2=CC=CC=C2)C(=O)O,4.4,unknown,118.9443028319962,37.3,266.3,266.130679813,2,1,5,1,2,0,2,20,20,2,2,0,0,0,0,0,2,0,0,0.16666666666666666,11.490771897425882,6.7143122031911,4.683595251587085,3.325757929332632,2.19012284096435,6.7143122031911,4.683595251587085,3.325757929332632,2.19012284096435,-2.3499999999999996,14.067454304997518,6.711337425786568,3.353066468008854,0.0,11.075832682792555,4.794537184071822,0.0,24.82591636047502,66.74934382982225,0.0,11.126902983393991,0.0,0.0,0.0,0.0,9.901064578912528,0.0,0.0,0.0,19.262464868778025,0.0,72.31279532151926,0.0,11.126902983393991,5.969305287951849,5.106527394840706,4.794537184071822,0.0,0.0,0.0,66.74934382982225,30.034913297707618,0.0,5.917906046161393,0.0,0.0,0.0,0.0,5.969305287951849,18,0,0,0,0,0,0,0,0,2,0,20,7,2,0,6,6,0,5,4,2,1,1,0,0,3,3,2,0,9,3,0,0,0,0,2,0,0,0,0,0,0,72133,0
CC1=CC(=NC(=N1)C2=CC=CC=C2O)NC3=CC(=CC(=C3)Cl)Cl,5.0,unknown,143.30045799748206,58.0,346.2,345.0435674,4,2,3,2,4,0,6,23,23,3,3,0,0,1,0,0,2,0,0,0.058823529411764705,13.728229778072247,7.638678753725708,5.891317187398577,3.570566208965606,2.7156887276479456,6.882749807707253,5.018445626454606,3.134130428493621,2.1896462474219995,-2.299999999999999,15.590178346174003,6.44249268206006,3.725837765395506,5.316788604006331,15.074484436735123,0.0,6.923737199690624,5.693927994848461,48.53093654769288,10.045266627482652,11.387855989696924,0.0,11.50524905251859,5.749511833283905,23.20187978046503,5.106527394840706,0.0,9.967957041894417,0.0,6.923737199690624,5.316788604006331,64.27013117002399,0.0,17.137367822980828,34.70712883298362,10.423315998847038,0.0,9.967957041894417,0.0,0.0,35.33461391738825,37.255572541998674,27.492947965476286,5.563451491696996,11.567374611118932,5.824404497999927,0.0,0.0,0.0,17,0,2,0,0,0,0,1,2,1,0,23,7,0,0,9,9,0,3,5,4,2,2,0,0,4,1,0,0,10,8,0,0,0,0,3,0,0,0,0,0,0,921982,0
CC1(C(NNC(=O)N1)(C)O)O,-1.8,unknown,63.562900507381634,93.6,161.16,161.08004122,6,5,0,5,4,2,6,11,11,1,0,1,1,0,1,1,0,0,0,0.8,6.30267548146378,3.15133774073189,2.8485513362318478,1.724275668115924,0.6741872447203373,3.15133774073189,2.8485513362318478,1.724275668115924,0.6741872447203373,-0.8500000000000001,8.248522167487685,2.0663698798969823,1.2755445193572799,16.1683713982271,27.69414048995999,0.0,0.0,13.847474399381248,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,15.007591973753234,0.0,16.1683713982271,0.0,25.297445587321754,0.0,0.0,0.0,0.0,6.031114512338072,15.529843393687743,5.425791397110385,4.794537184071822,5.425791397110385,0.0,0.0,13.847474399381248,0.0,0.0,0.0,11.449971187940507,0.0,0.0,6.031114512338072,5,0,0,0,0,0,0,0,3,3,0,11,4,1,0,6,0,0,0,9,6,5,5,0,0,5,0,0,0,3,1,2,0,0,0,1,0,0,0,0,0,0,256151,0
C1=CC2=C3C(=C1)C(=C(C(=O)C3=CC=C2)N=[N+]=[N-])N=[N+]=[N-],5.0,unknown,111.94142594630186,45.8,262.23,262.06030884,7,0,2,0,5,0,7,20,20,3,2,0,1,0,0,0,2,0,1,0.0,10.055631478601368,5.689371612444476,4.114482095509397,3.1332685291370272,2.3736467765727607,5.689371612444476,4.114482095509397,3.1332685291370272,2.3736467765727607,-3.2700000000000005,11.79988654066028,4.43848214500524,1.5208207720348124,0.0,5.783244946364939,0.0,0.0,15.921440167465814,52.32374197508429,0.0,37.35516903406086,0.0,0.0,0.0,0.0,4.794537184071822,0.0,0.0,10.228500251258795,0.0,0.0,74.1078259992949,0.0,0.0,22.252732688350363,0.0,4.794537184071822,0.0,0.0,0.0,46.62670266202846,22.011933703732296,20.77309900066672,11.394078626111666,0.0,5.783244946364939,0.0,0.0,0.0,13,0,0,0,0,0,0,6,0,1,0,20,2,5,0,9,6,0,2,8,7,0,0,2,2,3,4,0,0,6,7,0,0,0,0,3,0,0,0,0,4,3,387478,0
CCOP(OCC)OC1=CC=CC=C1,2.6,unknown,85.991503420859,27.7,214.20,214.07588133,3,0,6,0,3,0,4,14,14,1,1,0,0,0,0,0,1,0,0,0.4,9.36735056621269,5.749539251833109,3.6096811400187714,2.6900919302119037,1.7636411173188764,4.654094136822778,2.463495579189436,1.3921674201839198,0.8682105243193421,-0.63,11.444794315632011,6.769286478953965,4.052456302580331,4.5237471617118175,13.213763929025836,9.047494323423635,0.0,13.847474399381248,30.33183534230805,0.0,0.0,0.0,0.0,5.749511833283905,8.60239248137637,13.571241485135452,0.0,0.0,0.0,13.847474399381248,13.213763929025836,30.33183534230805,0.0,5.749511833283905,8.60239248137637,13.571241485135452,0.0,0.0,0.0,0.0,18.19910120538483,25.980208536304467,0.0,13.213763929025836,5.749511833283905,0.0,0.0,0.0,8.60239248137637,10,0,0,0,0,0,1,0,0,3,0,14,8,0,0,3,3,0,6,6,3,0,0,0,0,2,5,1,0,5,1,0,0,0,0,1,0,0,0,0,0,0,298831,0
CC1=CC(=C(C(=C1)C)S(=O)(=O)[O-])C.[Na+],-1.4800399999999991,unknown,106.56826509543933,65.6,222.24,222.03265966,3,0,0,0,3,0,5,14,14,1,1,0,0,0,0,0,1,0,0,0.3333333333333333,11.60419028116243,5.267072974075046,4.498462345627133,2.998617896740174,2.467641783360519,3.8588246836111826,3.181965764699408,1.8546673458807954,1.5611155185679484,0.1299999999999999,14.129999999999999,4.767588659308138,3.06823275313745,29.557286032607934,12.9705468580193,10.118126859033554,20.771211599071872,16.690354475090988,17.028217612440994,0.0,0.0,0.0,0.0,0.0,0.0,42.52783289062724,0.0,0.0,0.0,25.666695074589647,0.0,28.823088612014207,0.0,0.0,10.118126859033554,4.552749873690364,0.0,8.417796984328938,0.0,0.0,17.696185628620217,31.898114582465862,0.0,4.895483475517775,10.118126859033554,0.0,0.0,0.0,29.557286032607934,9,0,0,0,0,1,0,0,0,3,0,14,5,2,0,3,3,0,1,7,3,0,0,1,1,6,0,0,1,2,4,0,0,0,0,1,0,0,0,0,0,0,165410,0
C1=CC2=C(C=C1S(=O)(=O)O)C=NN2,0.9,unknown,74.13896563163833,91.4,198.20,198.00991323,5,2,1,2,4,0,6,13,13,2,2,0,0,1,0,0,1,0,0,0.0,7.245069720077735,4.9186096870055,4.01566259244687,2.5591797933140623,1.5971625973547767,3.478546358204859,2.5941253919995244,1.7095272094907072,1.0812554231774028,-1.4,8.209725371630133,2.5429404414827146,1.407598391266877,0.0,23.167910474621376,10.118126859033554,0.0,0.0,29.291428252515683,0.0,10.902924932081056,0.0,0.0,0.0,0.0,12.9705468580193,0.0,10.197363616602075,0.0,4.895483475517775,0.0,24.395944776997908,0.0,0.0,21.02105179111461,0.0,9.6514316819914,0.0,13.516478792629975,0.0,0.0,18.19910120538483,5.386224214464796,16.60902776474711,0.0,0.0,0.0,10.118126859033554,0.0,7,0,0,0,0,1,0,0,2,3,0,13,2,2,0,5,5,0,1,8,5,2,2,0,0,3,0,0,1,6,3,0,0,0,1,1,0,0,0,0,2,1,459470,0
C1C[C@@H]2C[C@H]1C[C@H]2C(=O)NC3=CC(=C(C=C3)Cl)[N+](=O)[O-],3.6,unknown,121.00690396064464,74.9,294.73,294.0771200,5,1,2,1,3,1,6,20,20,3,1,2,2,0,0,0,1,2,2,0.5,11.598380625803175,7.1693581065897725,6.101104346987745,4.80484272589563,3.7176898823880755,6.791393633580545,5.693904220247139,4.485230197635039,3.5311347750599706,-1.6199999999999999,13.367084453287442,5.052450041410945,2.376259899454439,5.316788604006331,10.830490778169176,4.794537184071822,27.868036407249754,25.683286491704038,18.19910120538483,5.022633313741326,0.0,0.0,11.374772549367124,0.0,11.600939890232516,9.717848232889493,0.0,0.0,17.75371813848418,25.683286491704038,5.316788604006331,33.336052787891724,0.0,0.0,28.882892168951145,5.316788604006331,14.908855452837393,0.0,0.0,0.0,18.021761513158523,43.231011098024034,17.671659389306566,4.923311048817671,5.022633313741326,0.0,5.907179729351506,5.687386274683562,0.0,14,0,1,0,0,0,0,2,0,3,0,20,6,2,0,11,3,0,3,9,5,1,1,1,1,4,1,2,0,7,6,0,0,0,2,1,0,0,0,0,3,2,874245,0
CC(=O)C1=CC=C(C=C1)OC(=O)C2=CC=CC=C2,3.3,unknown,105.01991309834524,43.4,240.25,240.078644241,3,0,4,0,3,0,3,18,18,2,2,0,0,0,0,0,2,0,0,0.06666666666666667,9.920897294098223,5.548547388496604,3.836108567803896,2.480882702990172,1.4978846147437732,5.548547388496604,3.836108567803896,2.480882702990172,1.4978846147437732,-2.4199999999999995,12.047958110764633,5.273624322456283,2.8253517777540553,4.736862953800049,11.75255023431679,0.0,0.0,27.639714551228256,54.59730361615449,0.0,0.0,0.0,0.0,5.749511833283905,0.0,14.325937321943691,0.0,0.0,0.0,6.923737199690624,0.0,65.72420659954848,0.0,5.749511833283905,11.75255023431679,4.736862953800049,4.794537184071822,4.794537184071822,0.0,0.0,18.19910120538483,43.321939610460284,5.563451491696996,5.563451491696996,5.749511833283905,5.783244946364939,0.0,0.0,5.969305287951849,15,0,0,0,0,0,0,0,0,3,0,18,5,2,0,6,6,0,3,6,3,0,0,0,0,3,1,2,0,9,3,0,0,0,0,2,0,0,0,0,0,0,569606,0
COC1=CC(=CC(=C1OC)OC)C(=O)NC2CCCCCC2,3.5,unknown,131.49195519650291,56.8,307.4,307.17835828,5,1,5,1,4,1,5,22,22,2,1,1,1,0,0,0,1,1,1,0.5882352941176471,13.607684656543617,7.8011137062211064,5.575964026157015,4.117306492760298,2.9046126716560288,7.8011137062211064,5.575964026157015,4.117306492760298,2.9046126716560288,-1.9100000000000001,16.460333648764433,7.917345253096737,3.8406879748102023,19.527377465406477,33.278413182332066,0.0,0.0,48.88291841332489,12.13273413692322,0.0,0.0,0.0,0.0,17.248535499851716,0.0,19.005126045471968,0.0,5.316788604006331,0.0,44.56677056670402,21.3293926238326,17.696185628620217,0.0,17.248535499851716,5.907179729351506,19.527377465406477,4.794537184071822,0.0,0.0,0.0,25.683286491704038,24.97437738277524,11.605292320844956,21.3293926238326,0.0,11.49902366656781,5.749511833283905,5.907179729351506,0.0,17,0,0,0,0,0,0,1,0,4,0,22,9,1,0,10,3,0,5,9,5,1,1,0,0,4,4,1,0,8,5,0,0,0,0,1,1,0,0,0,0,0,737716,0
CN1C(=C2CCCC3=CC=CC=C3C2=N1)C4=CN=CC=C4,3.3,unknown,123.8264102735896,30.7,275.3,275.142247555,3,0,1,0,2,0,3,21,21,4,3,0,1,2,0,0,1,0,1,0.2222222222222222,12.081763283576526,7.389298956726705,5.551774629181932,4.225650755964503,3.309893852978288,7.389298956726705,5.551774629181932,4.225650755964503,3.309893852978288,-2.42,12.330496675516494,4.845779762164988,1.9667755875891204,0.0,14.76446326439343,19.88931522852921,0.0,17.54772460632,48.791889553995816,0.0,22.514758973090913,0.0,0.0,0.0,0.0,0.0,0.0,14.76446326439343,7.04767198267719,19.26246486877803,0.0,59.918792537389805,0.0,22.514758973090913,0.0,0.0,9.665781456092393,0.0,5.098681808301038,0.0,24.26546827384644,36.958650497398246,36.13171360099433,11.387855989696922,0.0,0.0,0.0,0.0,0.0,18,0,0,0,0,0,0,0,3,0,0,21,2,0,0,14,8,0,1,3,3,0,0,0,0,1,0,0,0,13,7,0,0,0,1,2,1,0,0,0,4,2,317213,0
C(SC1=NN=C(S1)SCCl)Cl,3.4,unknown,87.06215265349324,105.0,247.2,245.8913670,2,0,4,0,5,0,7,11,11,1,1,0,0,1,0,0,0,0,0,0.5,9.250662205603144,6.43232159732656,5.931617748766599,3.9936982397717458,3.5687160164634175,2.5755829294421586,1.3407701357835486,0.7439792626257409,0.40716418270734844,0.8399999999999999,9.924459459459458,5.479580340138328,3.3761634016937045,0.0,20.621434474184316,0.0,0.0,0.0,8.679311361347091,0.0,0.0,0.0,0.0,0.0,58.062435557182006,0.0,0.0,10.197363616602075,0.0,8.679311361347091,10.42407085758224,0.0,0.0,0.0,58.062435557182006,0.0,0.0,0.0,0.0,33.39924339706711,34.86055577671697,0.0,0.0,10.42407085758224,0.0,8.679311361347091,0.0,0.0,0.0,4,0,2,0,0,3,0,0,2,0,0,11,6,0,0,3,2,0,4,2,2,0,0,0,0,2,4,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,641391,0
